site,country,longitude,latitude,species,count,family,genus,binomial,endemism,cultivated,plant_height,seed_mass,sla,wood_density
26551965,Portugal,2655000,1965000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26551995,Portugal,2655000,1995000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26552005,Portugal,2655000,2005000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26552005,Portugal,2655000,2005000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26552015,Portugal,2655000,2015000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651765,Portugal,2665000,1765000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651775,Portugal,2665000,1775000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651785,Portugal,2665000,1785000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651795,Portugal,2665000,1795000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651795,Portugal,2665000,1795000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651795,Portugal,2665000,1795000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651805,Portugal,2665000,1805000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26651805,Portugal,2665000,1805000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651815,Portugal,2665000,1815000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651825,Portugal,2665000,1825000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651825,Portugal,2665000,1825000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651855,Portugal,2665000,1855000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651915,Portugal,2665000,1915000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651915,Portugal,2665000,1915000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651915,Portugal,2665000,1915000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651925,Portugal,2665000,1925000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26651925,Portugal,2665000,1925000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651925,Portugal,2665000,1925000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651925,Portugal,2665000,1925000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651935,Portugal,2665000,1935000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651935,Portugal,2665000,1935000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651935,Portugal,2665000,1935000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651945,Portugal,2665000,1945000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651945,Portugal,2665000,1945000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651965,Portugal,2665000,1965000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26651995,Portugal,2665000,1995000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26651995,Portugal,2665000,1995000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26651995,Portugal,2665000,1995000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26652015,Portugal,2665000,2015000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26652015,Portugal,2665000,2015000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26652025,Portugal,2665000,2025000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751765,Portugal,2675000,1765000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751775,Portugal,2675000,1775000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751775,Portugal,2675000,1775000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751775,Portugal,2675000,1775000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751785,Portugal,2675000,1785000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751805,Portugal,2675000,1805000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751825,Portugal,2675000,1825000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751835,Portugal,2675000,1835000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751835,Portugal,2675000,1835000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751855,Portugal,2675000,1855000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751855,Portugal,2675000,1855000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751865,Portugal,2675000,1865000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751865,Portugal,2675000,1865000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751865,Portugal,2675000,1865000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751875,Portugal,2675000,1875000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751875,Portugal,2675000,1875000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751875,Portugal,2675000,1875000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751915,Portugal,2675000,1915000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26751915,Portugal,2675000,1915000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751915,Portugal,2675000,1915000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751915,Portugal,2675000,1915000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751925,Portugal,2675000,1925000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26751925,Portugal,2675000,1925000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751925,Portugal,2675000,1925000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26751935,Portugal,2675000,1935000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26751975,Portugal,2675000,1975000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26751985,Portugal,2675000,1985000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26752015,Portugal,2675000,2015000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26752015,Portugal,2675000,2015000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26752015,Portugal,2675000,2015000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26752025,Portugal,2675000,2025000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26752025,Portugal,2675000,2025000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851755,Portugal,2685000,1755000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851755,Portugal,2685000,1755000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851755,Portugal,2685000,1755000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851765,Portugal,2685000,1765000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851775,Portugal,2685000,1775000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851775,Portugal,2685000,1775000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851785,Portugal,2685000,1785000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851785,Portugal,2685000,1785000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851855,Portugal,2685000,1855000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851865,Portugal,2685000,1865000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851875,Portugal,2685000,1875000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851875,Portugal,2685000,1875000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851875,Portugal,2685000,1875000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851895,Portugal,2685000,1895000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851895,Portugal,2685000,1895000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851895,Portugal,2685000,1895000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851905,Portugal,2685000,1905000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26851905,Portugal,2685000,1905000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851905,Portugal,2685000,1905000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851915,Portugal,2685000,1915000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26851915,Portugal,2685000,1915000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851915,Portugal,2685000,1915000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851945,Portugal,2685000,1945000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26851955,Portugal,2685000,1955000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26851965,Portugal,2685000,1965000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851985,Portugal,2685000,1985000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26851995,Portugal,2685000,1995000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26852025,Portugal,2685000,2025000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26852025,Portugal,2685000,2025000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26852035,Portugal,2685000,2035000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26852035,Portugal,2685000,2035000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951755,Portugal,2695000,1755000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26951765,Portugal,2695000,1765000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26951775,Portugal,2695000,1775000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951785,Portugal,2695000,1785000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951835,Portugal,2695000,1835000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951865,Portugal,2695000,1865000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951875,Portugal,2695000,1875000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951885,Portugal,2695000,1885000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
26951885,Portugal,2695000,1885000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951885,Portugal,2695000,1885000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951895,Portugal,2695000,1895000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951895,Portugal,2695000,1895000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951905,Portugal,2695000,1905000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951905,Portugal,2695000,1905000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951925,Portugal,2695000,1925000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951945,Portugal,2695000,1945000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26951955,Portugal,2695000,1955000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26951955,Portugal,2695000,1955000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951965,Portugal,2695000,1965000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
26951985,Portugal,2695000,1985000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26951995,Portugal,2695000,1995000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
26952005,Portugal,2695000,2005000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26952015,Portugal,2695000,2015000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26952025,Portugal,2695000,2025000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26952035,Portugal,2695000,2035000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
26952045,Portugal,2695000,2045000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
27051745,Portugal,2705000,1745000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
27051755,Portugal,2705000,1755000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
27051755,Portugal,2705000,1755000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
27051765,Portugal,2705000,1765000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
27051765,Portugal,2705000,1765000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
27051775,Portugal,2705000,1775000,JPHO,1,Cupressaceae,Juniperus,Juniperus phoenicea,0,0,4.8815,79.86,4.365245967,0.64875
27051785,Portugal,2705000,1785000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
27051885,Portugal,2705000,1885000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
27051895,Portugal,2705000,1895000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
27051895,Portugal,2705000,1895000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
27051905,Portugal,2705000,1905000,JNAV,1,Cupressaceae,Juniperus,Juniperus navicularis,1,0,1.36775,45.63,3.89,NA
27051905,Portugal,2705000,1905000,PPIR,1,Pinaceae,Pinus,Pinus pinaster,0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
27051915,Portugal,2705000,1915000,PPIA,1,Pinaceae,Pinus,Pinus pinea,0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
